menu_seq,menu_name,price_amount,open_date,is_open,is_stop_selling,menu_type,chatbot_content_type,topic,intents,temporal,buyers_12m,revenue_12m,buyers_6m,revenue_6m,buyers_30d,revenue_30d,age_13_15,age_16_20,age_21_25,age_26_30,age_31_35,age_36_40,age_41_45,age_46_50,age_51_55,age_56_60,age_61_65,age_66plus,age_unknown,segment
41566,2025년 놓치면 안 될 3번의 기회,21000,2024-09-19 15:00:00+00,false,true,clickableMenu,사주,일반운세,,신년운세,86,1440900.0,2,39000.0,0,0.0,1,3,14,31,15,11,5,5,0,1,0,0,0,S3
37773,[학부모 필독 사주] 내 아이의 재능과 운명,21000,2024-01-24 16:00:00+00,true,false,clickableMenu,사주,가족자녀,,,75,1440750.0,32,583200.0,3,58500.0,0,3,3,11,19,22,9,3,0,0,0,0,5,S5
18648,내가 관심 있는 거 눈치챘을까?,1500,2020-07-28 15:00:00+00,true,false,clickableMenu,타로,연애,썸짝사랑,,2086,1430700.0,989,657600.0,182,110700.0,126,517,505,435,221,94,38,17,2,4,0,0,144,S1
26242,(추천할인) D-DAY 재회 타로: 다시 만날 수 있을까?,18000,,false,false,clickableMenu,타로,연애,재회,,181,1391550.0,63,478350.0,11,88500.0,1,19,52,59,26,12,10,1,1,0,0,0,0,S3
40180,결혼 시뮬레이션 : 우리 2세 미리보기,21000,2024-05-01 15:00:00+00,true,false,clickableMenu,사주,결혼,,,70,1388700.0,16,325950.0,0,0.0,1,0,12,28,19,9,0,1,0,0,0,0,0,S4
26515,(추천할인) 사주로 보는 결혼수: 나는 언제 결혼할까?,21000,,false,false,clickableMenu,사주,결혼,결혼시기,,168,1379700.0,70,589350.0,9,70350.0,1,3,26,78,39,11,7,1,1,1,0,0,0,S4
523,결혼한다면 어떨까?,1500,,true,false,clickableMenu,타로,결혼,,,1936,1372350.0,472,315300.0,58,35850.0,19,168,399,586,367,168,80,32,25,5,3,2,92,S4
2250,면접 합격할 수 있을까?,1500,,true,false,clickableMenu,타로,학업직업,,,508,1366500.0,263,672900.0,42,99000.0,9,42,115,195,100,38,7,6,1,0,0,0,1,S4
24082,내 아이는 출세할 사주일까?,18000,2022-11-07 15:00:00+00,true,false,clickableMenu,사주,가족자녀,,,83,1349400.0,38,612150.0,6,108000.0,0,4,1,7,19,21,9,6,1,0,0,0,15,S5
18765,네이탈 차트: 내 타고난 성격 리포트,50250,2021-05-12 15:00:00+00,true,false,clickableMenu,점성학,자기탐구,,,50,1335450.0,26,666750.0,0,0.0,2,6,6,15,10,7,3,0,1,0,0,0,0,S4
19688,그 사람을 유혹할 3번의 기회_추천할인,6000,,false,false,clickableMenu,타로,연애,썸짝사랑,,225,1333350.0,86,475200.0,15,74700.0,4,24,62,61,49,18,6,0,1,1,0,0,0,S3
2202,사주로 보는 직업운,1500,,true,false,clickableMenu,사주,학업직업,,,976,1332900.0,317,422550.0,42,54150.0,20,140,260,298,164,65,18,12,3,0,0,0,0,S4
23153,(추천 할인) D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,16500,,false,false,clickableMenu,타로,연애,새로운만남,,96,1323600.0,38,511800.0,5,71700.0,5,15,20,33,14,5,2,0,0,0,0,0,2,S3
60706,결혼 OX 진단: 우리 결혼해도 될까?,19500,2026-05-13 15:00:00+00,true,false,clickableMenu,,,,,75,1321950.0,75,1321950.0,75,1321950.0,0,1,4,26,27,7,6,3,0,1,0,0,0,S3
16450,둘 중 누구를 선택해야 할까?,9000,2020-01-13 15:00:00+00,true,false,clickableMenu,타로,연애,썸짝사랑,,133,1313250.0,43,424950.0,6,53850.0,1,8,37,45,28,7,7,0,0,0,0,0,0,S3
54010,독이되는 관계: 7카드 스프레드,25800,,false,false,clickableMenu,,연애,문제해결,,62,1264050.0,19,383700.0,3,54000.0,0,3,9,20,17,4,6,3,1,0,0,0,0,S3
25845,[속마음] 💕현재 그의 진짜 속마음💕,36000,2023-02-16 15:00:00+00,true,false,clickableMenu,,연애,속마음,,42,1252950.0,9,254700.0,2,30150.0,0,1,1,6,11,11,9,2,1,1,0,0,0,S6
52891,👇여기서만 할인👇 도화살로 보는 연애운 전성기,19500,,false,false,clickableMenu,사주,연애,새로운만남,,88,1251150.0,0,0.0,0,0.0,2,4,21,28,21,9,2,0,0,1,0,0,0,S3
21144,(추천할인) 짝사랑 이루어질까?,9000,,false,false,clickableMenu,타로,연애,썸짝사랑,,167,1243950.0,68,484350.0,10,73650.0,4,25,42,48,32,9,5,0,0,1,0,0,1,S3
19215,다음 연애 상대와의 궁합은?,9000,2021-09-27 15:00:00+00,true,false,clickableMenu,타로,연애,궁합|새로운만남,,298,1230450.0,88,363300.0,16,67350.0,5,45,90,98,39,12,6,1,1,0,0,0,2,S3
19177,이번 달엔 짝사랑 끝낼 수 있을까?,9000,2021-08-03 15:00:00+00,true,false,clickableMenu,타로,연애,썸짝사랑,,108,1224000.0,47,512700.0,6,62100.0,2,15,25,29,23,10,3,1,0,0,0,0,1,S3
16446,솔로탈출 확률 계산기,9000,2020-01-09 15:00:00+00,true,false,clickableMenu,타로,연애,새로운만남,,282,1222500.0,76,330600.0,8,34200.0,3,50,84,75,36,23,6,1,1,0,0,0,3,S1
43877,[특별페이백] 사주로 보는 결혼 : 그 사람의 본심 👤,21000,,false,false,clickableMenu,사주,결혼,,,63,1198800.0,39,743100.0,3,53850.0,0,1,11,18,18,11,4,0,0,0,0,0,0,S4
30379,"내 사주의 천지인(天地人): 천운과 미래의 집, 그리고 인연",24000,,true,false,clickableMenu,사주,연애,,,60,1185600.0,19,424200.0,1,21900.0,1,2,5,25,12,9,2,1,2,1,0,0,0,S3
17047,3개월 안에 취업할 수 있을까?,10500,2020-03-17 15:00:00+00,true,false,clickableMenu,타로,학업직업,,,110,1168650.0,54,523200.0,7,63000.0,0,0,22,40,32,10,5,3,1,0,0,0,0,S4
536,시험 잘 볼 수 있을까,1500,,true,false,clickableMenu,타로,학업직업,,,592,1167600.0,248,458850.0,56,87000.0,31,133,173,127,74,35,5,8,1,2,0,0,10,S1
55855,"심화🤵그사람속마음:그 사람 진짜 속마음은 뭘까? (3카드, 6400자)#속마음타로#진심타로#재회운타로#단절타로",37500,2025-09-18 15:00:00+00,true,false,clickableMenu,,연애,재회|속마음,,24,1167300.0,7,255000.0,0,0.0,0,0,3,7,9,3,1,0,0,1,0,0,0,S3
19176,그 사람을 유혹할 3번의 기회,6000,2021-08-12 15:00:00+00,true,false,clickableMenu,타로,연애,썸짝사랑,,182,1162950.0,81,550350.0,8,44850.0,8,37,54,47,20,9,4,1,0,0,0,0,3,S1
2296,지금 하는 거...계속 할까 말까?,1500,,true,false,clickableMenu,타로,일반운세,,,287,1138350.0,126,310350.0,25,63150.0,2,26,65,78,64,24,13,10,2,1,0,0,4,S3
2248,서류 합격할 수 있을까?,1500,,true,false,clickableMenu,타로,학업직업,,,300,1133250.0,161,531000.0,23,51750.0,0,8,69,115,75,22,11,3,0,0,0,0,3,S4
39332,(업셀링_판밍밍) 재회 코칭 프리패스,12000,,false,false,clickableMenu,기타,연애,재회,,99,1132650.0,1,12000.0,0,0.0,0,11,26,34,19,8,0,0,0,1,0,0,0,S3
30055,"타로 직장운: 지금 고민, 풀리는 시기는?",15000,2023-06-16 06:15:15+00,true,false,clickableMenu,타로,학업직업,,,70,1128900.0,25,414600.0,5,53100.0,0,0,5,24,16,12,8,3,0,1,1,0,1,S4
55426,도화홍염관상_진짜가짜관상 패키지,21000,,false,false,clickableMenu,기타,결혼,,,75,1122150.0,23,340350.0,2,13950.0,1,5,23,25,14,5,2,0,0,0,0,0,0,S4
25337,(추천할인) 사주로 보는 그 사람의 속마음,18000,,false,false,clickableMenu,사주,연애,속마음,,75,1111650.0,28,394050.0,2,27600.0,1,4,22,24,13,6,2,2,1,0,0,0,0,S3
39421,나는 결혼해야 좋은 팔자일까?,21000,2024-03-13 16:00:00+00,true,false,clickableMenu,사주,결혼,,,61,1103700.0,13,233700.0,3,58500.0,0,1,11,22,15,8,3,1,0,0,0,0,0,S4
22792,사주오행 활용: 내가 갑이 되는 연애법,21000,2022-09-05 15:00:00+00,true,false,clickableMenu,사주,연애,,,60,1091700.0,17,322200.0,1,19800.0,0,1,12,21,17,7,2,0,0,0,0,0,0,S3
43220,[연속 할인] 2025년 신년운세 보고서,34500,,false,true,clickableMenu,,총운,,신년운세,40,1080900.0,9,193050.0,0,0.0,0,1,5,3,14,10,3,3,1,0,0,0,0,S3
16396,우리 사랑 깊어지려면?,10500,2019-12-10 09:30:00+00,true,false,clickableMenu,타로,연애,,,114,1078950.0,44,386250.0,2,18000.0,1,14,28,33,21,9,5,3,0,1,0,0,0,S3
18709,"그때 그 느낌, 혹시 시그널이었을까?",6000,2020-09-28 15:00:00+00,true,false,clickableMenu,타로,연애,썸짝사랑,,155,1072800.0,78,523500.0,14,100500.0,4,16,39,49,32,10,4,1,0,0,0,0,1,S3
44276,🪫질문권 추가 충전 (1개),1500,,false,false,clickableMenu,,기타,,,653,1059600.0,262,418350.0,25,36900.0,1,52,151,231,128,47,25,7,10,1,1,0,0,S3
18653,내 SNS 염탐하는 사람 있을까?,1500,2020-09-16 15:00:00+00,true,false,clickableMenu,타로,연애,,,1087,1043700.0,406,425250.0,70,47700.0,19,180,355,243,156,50,24,14,9,1,0,0,48,S1
2418,사주로 보는 내 타고난 결혼운,18000,2021-06-27 15:00:00+00,true,false,clickableMenu,사주,결혼,결혼시기,,67,1041000.0,23,361800.0,5,82650.0,1,3,10,30,11,10,1,1,0,0,0,0,0,S4
37876,손금 연애운: 솔로탈출 가능할까?,18000,2024-01-22 15:00:00+00,true,false,clickableMenu,손금,연애,새로운만남,,70,1035300.0,16,250950.0,1,15000.0,0,3,22,25,12,5,3,0,0,0,0,0,0,S3
24142,그 사람의 앞으로 행동을 알려줄게!,12000,2025-03-09 15:00:00+00,true,false,clickableMenu,,연애,,,13,1031400.0,5,276000.0,0,0.0,0,1,2,0,4,3,2,0,0,1,0,0,0,S5
24472,반드시 성공할 사업 분야와 기회는?,18000,2022-11-21 15:00:00+00,true,false,clickableMenu,사주,학업직업,재물성장,,63,1026150.0,24,411300.0,2,33000.0,0,0,10,16,20,9,6,1,0,0,0,0,1,S4
34775,[10카드] 그 사람의 진짜 속마음 심층분석,18000,2025-03-09 15:00:00+00,true,false,clickableMenu,,연애,속마음,,44,1025250.0,8,195150.0,1,18000.0,0,2,11,9,10,5,5,1,0,1,0,0,0,S3
55393,[3인 할인] 2026년 신년운세 보고서,112500,,false,false,clickableMenu,,총운,,신년운세,11,1016250.0,6,551250.0,0,0.0,0,0,0,2,2,2,1,4,0,0,0,0,0,S6
2170,우리가 헤어진다면,1500,,true,false,clickableMenu,타로,연애,재회|문제해결,,590,1011600.0,276,426300.0,31,47100.0,1,62,178,186,93,33,17,8,5,3,0,0,9,S3
56581,{{이름}}님 관상에 보이는 결혼수: 상대 & 시기_패키지,18750,,false,false,clickableMenu,기타,결혼,결혼시기,,67,1011450.0,35,502350.0,2,31500.0,0,0,6,24,21,9,6,1,0,0,0,0,0,S4
29796,사주로 보는 색기: 그 사람 침대에서 어떨까?,21000,,true,false,clickableMenu,사주,연애,,,44,999900.0,11,289050.0,2,39600.0,0,3,4,15,13,8,2,0,0,0,0,0,0,S3
23882,(추천할인) 내 운명 지금 어디 있을까?,18000,,false,false,clickableMenu,사주,연애,새로운만남,,70,993600.0,10,149850.0,2,30600.0,0,4,21,21,20,4,0,0,0,0,0,0,0,S3
40444,놓치면 후회할 세 가지 속삭임,10500,2024-04-25 15:00:00+00,true,false,clickableMenu,타로,일반운세,,,68,985350.0,17,194250.0,1,36300.0,0,8,19,13,8,7,10,3,0,0,0,0,0,S1
18400,나는 지금 상승세 vs 하락세?,9000,2020-06-25 15:00:00+00,true,false,clickableMenu,타로,일반운세,,,101,984000.0,57,542550.0,8,90600.0,0,8,15,21,32,13,7,4,1,0,0,0,0,S3
23088,오늘의 썸 연애운: 그 사람과 잘 되는 법,1500,2022-09-21 15:00:00+00,true,false,clickableMenu,사주,연애,썸짝사랑,,1320,981450.0,631,451650.0,92,70800.0,60,297,335,345,167,68,28,9,3,2,0,0,12,S1
20908,[타고난 궁합 사용자 전용] 그 사람과 나의 사주궁합,21000,,false,false,clickableMenu,사주,연애,궁합,,48,962250.0,20,376200.0,0,0.0,1,1,9,20,10,5,1,1,0,0,0,0,0,S3
35626,사업 vs 직장: 경제적 자유 누리는 법,16500,2023-11-07 16:00:00+00,true,false,clickableMenu,사주,학업직업,,,66,961950.0,23,337800.0,2,33000.0,0,0,9,24,16,9,5,1,1,0,0,0,1,S4
18532,사내 연애해도 될까?,10500,2020-07-10 15:00:00+00,true,false,clickableMenu,타로,연애,,,95,951300.0,25,227100.0,2,9000.0,0,3,22,40,20,3,6,1,0,0,0,0,0,S3
2449,그 사람과 가까워지는 법,1500,,true,false,clickableMenu,타로,연애,썸짝사랑,,614,946950.0,316,457500.0,50,92850.0,44,187,156,122,66,20,6,2,0,1,0,0,13,S1
44277,🪫질문권 추가 충전 (3개),3000,,false,false,clickableMenu,,기타,,,303,945300.0,118,362700.0,8,22950.0,2,30,77,97,63,22,11,1,0,1,0,0,0,S3
39553,"타고난 내 몸 살리는 ""사주 오행"" 다이어트 💪🏻",16500,,true,false,clickableMenu,사주,자기탐구,,,71,941400.0,27,354150.0,2,30000.0,1,4,11,24,15,12,1,3,0,0,0,0,0,S4
28378,"[1단계 생각 정리] 미련일까, 사랑일까?",6000,2023-05-22 15:00:00+00,true,false,clickableMenu,타로,연애,재회,,452,933600.0,14,28950.0,2,4500.0,6,54,127,133,82,24,17,4,1,3,0,0,1,S3
30280,그 사람의 진짜 감정은 뭘까?,9000,2023-07-17 15:00:00+00,true,false,clickableMenu,,연애,,,82,925500.0,24,224550.0,9,70350.0,0,2,5,48,14,4,6,2,0,1,0,0,1,S3
44668,10년 뒤 내 통장잔고는?,18000,2024-11-06 15:00:00+00,true,false,clickableMenu,사주,일반운세,,,58,917700.0,17,281550.0,2,44250.0,0,3,4,14,13,12,8,3,1,0,0,0,0,S3
26212,타로 취업운: 이직해도 괜찮을까?,18000,2023-03-19 15:00:00+00,true,false,clickableMenu,타로,학업직업,,,96,909900.0,60,543450.0,8,74100.0,0,0,13,36,25,15,3,5,0,0,0,0,0,S4
22063,(추천할인) 내 사주에 연애 상대 몇 명 있을까?,24000,,false,false,clickableMenu,사주,연애,,,49,909600.0,13,243150.0,2,34950.0,0,7,14,13,8,6,0,1,0,0,0,0,0,S2
18948,다음 연애 완전 정복 패키지,22500,2021-03-23 15:00:00+00,true,false,clickableMenu,타로,연애,새로운만남,,54,905400.0,10,140850.0,1,0.0,2,8,20,17,4,2,0,1,0,0,0,0,0,S2
36418,"[9카드] 그 사람과의 연락, 재회 시기를 알려줄게!",18000,2025-03-09 15:00:00+00,true,false,clickableMenu,,연애,재회,,42,900450.0,12,299400.0,1,18000.0,0,6,10,7,10,4,2,2,0,1,0,0,0,S3
55394,[4인 할인] 2026년 신년운세 보고서,150000,,false,false,clickableMenu,,총운,,신년운세,8,896550.0,3,337500.0,0,0.0,0,0,0,1,2,2,0,1,0,0,0,0,2,S3
20054,반드시 잡아야 할 내 인생의 귀인은? (추천할인),15000,,false,false,clickableMenu,사주,일반운세,,,67,871500.0,30,391350.0,1,13500.0,0,2,12,21,16,11,5,0,0,0,0,0,0,S3
22064,내 사주의 악인(惡人): 싹을 잘라야 할 불행의 근원,16500,2022-07-27 15:00:00+00,true,false,clickableMenu,사주,일반운세,,,56,871200.0,16,237600.0,2,31200.0,0,5,8,13,9,12,4,4,1,0,0,0,0,S3
40749,난 누구랑 결혼할까? : 운명의 후보 TOP 2,21000,2024-05-15 16:00:00+00,true,false,clickableMenu,점성학,결혼,,,50,867750.0,23,427200.0,6,112500.0,0,0,9,16,16,6,2,1,0,0,0,0,0,S4
55129,연애 끊이지 않는 관상: 도화&홍염,7500,2025-09-03 15:00:00+00,true,false,clickableMenu,기타,연애,,,150,867450.0,63,354450.0,9,48000.0,1,20,36,39,28,15,6,1,2,1,0,0,1,S3
2263,내 애인 바람기,1500,,true,false,clickableMenu,타로,연애,문제해결,,459,865200.0,121,223350.0,17,29250.0,6,62,133,133,71,27,9,8,1,1,0,0,9,S3
16443,다른 회사로 이직하면 어떨까?,10500,2020-01-06 15:00:00+00,true,false,clickableMenu,타로,학업직업,,,83,864750.0,47,460650.0,6,53550.0,0,0,5,29,29,11,6,2,1,0,0,0,1,S4
25403,"사주로 보는 내 집 마련, 언제 가능할까?",18000,2023-01-16 15:00:00+00,true,false,clickableMenu,사주,일반운세,,,51,861450.0,19,318900.0,1,17400.0,0,1,3,12,16,15,3,1,0,0,0,0,0,S3
2428,사주로 보는 전생과 현생,9000,,true,false,clickableMenu,사주,자기탐구,,,197,856050.0,82,362700.0,7,31500.0,7,27,46,56,44,9,6,1,0,0,0,0,1,S4
2363,그 사람이 바라는 내 모습은?,1500,,true,false,clickableMenu,타로,연애,,,458,855750.0,136,234750.0,25,36300.0,17,80,119,119,77,21,14,11,3,1,0,0,4,S1
24006,그 사람의 진짜 속마음을 읽어줄게!,12000,2025-03-09 15:00:00+00,true,false,clickableMenu,,연애,속마음,,33,850650.0,10,163650.0,2,24000.0,0,1,3,17,6,3,1,1,0,1,0,0,0,S3
37441,손금으로 보는 운명의 배우자: 연애와 결혼,27000,2024-01-07 15:00:00+00,true,false,clickableMenu,손금,연애,,,32,846600.0,11,279150.0,2,54000.0,0,2,6,15,6,3,0,0,0,0,0,0,0,S3
19217,나는 어떤 사람과 결혼하게 될까?,9000,,true,false,clickableMenu,타로,연애,,,89,845850.0,33,282150.0,5,44850.0,0,6,20,24,26,8,2,2,1,0,0,0,0,S3
2216,그 회사가 나랑 잘 어울릴까?,1500,,true,false,clickableMenu,타로,일반운세,궁합,,317,845550.0,144,434250.0,27,57300.0,1,6,57,114,71,44,16,6,1,0,0,0,3,S3
26801,[재회/속마음] 편지로 받아보는 그 사람의 진심,21000,2023-05-25 15:00:00+00,true,false,clickableMenu,,연애,재회|속마음,,29,843900.0,12,232050.0,2,16800.0,1,0,12,3,8,1,3,0,1,1,0,0,0,S2
30677,내 운명의 숨겨진 방향성,60000,,true,false,clickableMenu,점성학,연애,속마음,,32,834750.0,9,215850.0,0,0.0,1,1,8,8,6,6,2,0,0,0,0,0,0,S3
2217,그날 헤어지지 않았다면,1500,,true,false,clickableMenu,타로,연애,재회,,1241,812250.0,540,334800.0,73,39900.0,43,252,304,305,154,68,38,11,4,3,1,0,63,S1
20183,내 운명의 상대(추천 할인),15000,,false,false,clickableMenu,사주,연애,새로운만남,,62,810450.0,27,355650.0,2,27000.0,1,9,16,20,10,5,1,0,0,0,0,0,0,S3
43851,"[페이백] 이별, 그 후… 너와 나의 속마음",19500,,false,false,clickableMenu,타로,연애,재회|속마음,,48,810150.0,9,157350.0,3,51750.0,0,2,9,8,9,9,8,2,1,0,0,0,0,S5
19918,이번 달 우리 사이 어떨까?,9000,2022-03-02 15:00:00+00,true,false,clickableMenu,타로,연애,,,169,807300.0,52,226650.0,6,29400.0,6,14,46,55,27,15,7,0,0,2,0,0,1,S3
20083,3개월안에애인생길까_추천할인,13500,,false,false,clickableMenu,타로,연애,,,64,805050.0,28,321000.0,4,48000.0,3,7,10,21,14,7,2,1,0,0,0,0,0,S3
27442,숨겨진 욕망 풀이: 내 사주의 색욕은 어떨까?,21000,2023-05-03 15:00:00+00,true,false,clickableMenu,사주,일반운세,속마음,,38,799500.0,17,388950.0,2,37800.0,0,6,6,10,9,6,0,2,0,0,0,0,0,S3
41171,2025년 커플 관계 보고서,18000,2024-09-12 02:55:00+00,false,true,clickableMenu,타로,연애,,신년운세,45,794700.0,3,52500.0,0,0.0,0,2,19,14,4,2,2,0,0,0,0,0,2,S2
25839,내 사주의 인생 2막 언제 올까?,19500,2023-02-19 15:00:00+00,true,false,clickableMenu,사주,일반운세,,,90,793050.0,32,271050.0,2,13800.0,0,2,12,27,23,13,7,2,3,0,1,0,0,S3
38420,연애 가이드: 운명의 사랑을 향하여💘,21000,2024-02-07 15:00:00+00,true,false,clickableMenu,점성학,연애,,,48,776550.0,20,330750.0,1,12150.0,0,4,9,17,10,4,3,1,0,0,0,0,0,S3
36224,팔자 피는 결혼의 비밀: 연애 개운법,21000,2023-11-28 16:00:00+00,true,false,clickableMenu,사주,결혼,,,38,760350.0,10,178200.0,2,39000.0,0,1,3,7,17,6,4,0,0,0,0,0,0,S4
52754,[특별혜택] 2025년 하반기 운세 보고서,31500,,false,true,clickableMenu,사주,연애,,하반기운세,31,758700.0,0,0.0,0,0.0,0,2,6,10,3,3,2,3,2,0,0,0,0,S3
22954,인생 피는 살풀이: 반드시 주목해야 할 살은?,21000,2022-09-25 15:00:00+00,true,false,clickableMenu,사주,일반운세,,,42,745050.0,17,302250.0,2,39000.0,0,2,7,12,11,3,7,0,0,0,0,0,0,S3
38469,"핵심 임신운👼🪽 이 달 내로의 임신가능성? (미혼, 기혼 모두 가능) 1카드, 1500자",14850,2024-02-13 15:00:00+00,true,false,clickableMenu,,가족자녀,임신출산,,44,723000.0,13,240900.0,2,29700.0,0,1,4,18,14,6,1,0,0,0,0,0,0,S3
38138,내 운명의 재물: 나가는 돈 & 들어오는 돈,21000,2024-01-31 16:00:00+00,true,false,clickableMenu,점성학,연애,,,41,716400.0,13,225900.0,1,18750.0,0,2,4,9,12,8,3,1,2,0,0,0,0,S3
16423,오행五行으로 보는 성격 특징,15000,2021-09-01 15:00:00+00,true,false,clickableMenu,사주,자기탐구,,,46,710850.0,24,381000.0,4,66600.0,0,7,9,13,12,3,0,1,0,0,0,0,2,S4
34707,"[8카드] 그 사람, 내 생각할까? 앞으로 어떻게 될까?",18000,2025-03-09 15:00:00+00,true,false,clickableMenu,,연애,,,31,710100.0,11,344250.0,2,34050.0,0,1,7,12,1,4,3,2,0,1,0,0,0,S3
26090,나를 얼마나 좋아하고 있을까?,9000,2023-03-13 15:00:00+00,true,false,clickableMenu,,연애,,,60,697800.0,18,147300.0,5,36000.0,0,1,5,30,14,4,4,2,0,1,0,0,1,S3
45856,임신시기운👼🌷우리 베이비 언제 만날 수 있을까? 임신운 장인 라망타로가 똑부러지게 알려드려요😄✨(1카드 3000자),18000,2024-12-16 15:00:00+00,true,false,clickableMenu,,가족자녀,임신출산,,35,680850.0,7,126000.0,1,18000.0,0,1,3,12,13,5,1,0,0,0,0,0,0,S3
20316,(추천할인) 그 사람과 나의 사주궁합,21000,,false,false,clickableMenu,사주,연애,궁합,,39,672450.0,14,246600.0,3,54000.0,0,2,1,20,8,4,3,0,1,0,0,0,0,S3
20248,(추천할인)내 인생 황금기와 암흑기: 사주팔자 풀이,18000,,false,false,clickableMenu,사주,일반운세,,,43,667050.0,10,150750.0,0,0.0,0,2,7,16,9,4,4,0,1,0,0,0,0,S3
18637,헤어진 사람 언제 잊을 수 있을까?,9000,2020-07-23 04:30:00+00,true,false,clickableMenu,타로,연애,재회,,152,666600.0,57,260100.0,5,20250.0,1,14,30,50,35,10,9,3,0,1,0,0,0,S3
2227,동갑vs연하vs연상,1500,,true,false,clickableMenu,타로,연애,,,1078,665400.0,344,205500.0,59,37200.0,33,198,246,254,158,56,36,17,6,2,0,0,73,S1
538,이직해도 될까,1500,,true,false,clickableMenu,타로,학업직업,,,740,665250.0,322,271950.0,50,34050.0,1,15,103,275,201,87,35,13,2,3,0,0,12,S4
25450,사주 일생 풀이: 시기별 길운과 복록,21000,2023-01-19 15:00:00+00,true,false,clickableMenu,사주,일반운세,,,28,654600.0,16,357750.0,1,39600.0,0,0,2,9,5,10,2,0,1,0,0,0,0,S3
43322,해몽테스트_통합결제_C,16500,,false,false,clickableMenu,,기타,,,42,653400.0,8,126300.0,0,0.0,0,7,15,6,5,4,1,2,2,0,0,0,0,S2
17806,운명의 상대 공략법,9000,2020-04-28 15:00:00+00,true,false,clickableMenu,사주,연애,새로운만남,,176,652500.0,26,97950.0,5,22500.0,3,25,46,53,32,15,3,0,0,0,0,0,1,S3
18726,그 사람과 왜 헤어지게 된 걸까?,7500,2021-01-15 02:25:00+00,true,false,clickableMenu,,연애,,,187,650850.0,79,278400.0,10,33750.0,8,48,54,42,11,14,5,1,1,2,0,0,1,S1
25991,내 사주의 재혼운: 재혼해도 잘 살까?,19500,2023-02-21 15:00:00+00,true,false,clickableMenu,사주,결혼,,,38,650100.0,24,435300.0,5,92550.0,0,0,1,12,8,8,7,1,1,0,0,0,0,S4
26893,내 사주의 찐성격과 이상형은?,4500,2023-04-13 16:00:00+00,true,false,clickableMenu,사주,일반운세,,,423,647850.0,65,112650.0,6,9000.0,11,82,121,113,69,18,8,4,1,0,0,0,0,S1
37881,"🐰속마음완전판❤️‍🔥 그 사람이 보는 나, 이미지, 빠진 이유, 나에 대한 속마음, 관계에 대한 생각, 앞으로의 관계, 조언 등 (9카드, 이만자)#이별#썸#짝사랑#커플 가능",68250,2024-01-19 15:00:00+00,true,false,clickableMenu,,연애,속마음|썸짝사랑,,9,641100.0,2,131850.0,0,0.0,0,0,1,3,3,1,1,0,0,0,0,0,0,S3
2155,이달의 취업운은 어떨까?,1500,,true,false,clickableMenu,타로,학업직업,,,700,639000.0,339,286200.0,48,34800.0,1,15,153,277,136,63,23,7,4,2,0,1,26,S4
25175,그 사람의 진짜 속마음,1500,2023-01-27 15:00:00+00,true,false,clickableMenu,,연애,속마음,,740,630750.0,359,198150.0,47,27000.0,2,14,52,157,228,15,10,3,1,1,0,0,266,S3
23187,이번 주에 만나게 될 인연은?,1500,2022-09-26 15:00:00+00,true,false,clickableMenu,타로,연애,,,1084,627900.0,411,208200.0,79,32700.0,49,167,247,259,141,69,23,13,3,4,0,1,113,S1
18144,그 사람 손절할까 말까?,1500,2020-06-10 15:00:00+00,true,false,clickableMenu,타로,연애,,,567,625800.0,243,309600.0,54,57750.0,22,61,90,132,95,38,30,20,3,2,0,0,82,S3
28380,[3단계 재회 실전] 연락 그리고 타이밍,9000,2023-06-01 15:00:00+00,true,false,clickableMenu,타로,연애,재회,,92,618600.0,3,7200.0,0,0.0,0,9,30,33,13,4,3,0,0,0,0,0,0,S3
26802,[썸/짝사랑/속마음] 편지로 받아보는 그 사람의 진심,9000,2023-06-07 15:00:00+00,true,false,clickableMenu,,연애,속마음|썸짝사랑,,37,613350.0,20,369000.0,6,35550.0,0,4,14,5,8,5,3,0,0,1,0,0,0,S1
22790,(추천할인) 일생 풀이: 천운과 타고난 복(福),21000,,false,false,clickableMenu,사주,일반운세,,,35,603000.0,13,230400.0,0,0.0,0,3,6,8,11,4,2,0,1,0,0,0,0,S3
19984,다음 달 우리 사이 어떨까?,9000,2022-03-09 15:00:00+00,true,false,clickableMenu,타로,연애,,,119,599400.0,40,168000.0,9,36750.0,2,11,27,35,26,12,5,0,0,2,0,0,0,S3
26646,사주로 보는 자녀교육: 우리 아이 어떻게 키울까?,21000,2023-04-12 15:00:00+00,true,false,clickableMenu,사주,가족자녀,,,30,598800.0,15,270300.0,1,18750.0,0,3,0,2,7,15,1,0,0,0,0,0,2,S5
36148,입학 VS 재수 : 수능 입시 전략,15000,2023-11-22 16:00:00+00,true,false,clickableMenu,사주,일반운세,,,42,590250.0,12,171000.0,2,28500.0,0,26,6,6,1,1,0,2,0,0,0,0,0,S2
25531,포토 타로: 최애랑 이어질 수 있을까?,16500,2023-02-01 15:00:00+00,true,false,clickableMenu,타로,일반운세,,,60,585000.0,24,177150.0,3,23850.0,2,7,14,15,12,8,2,0,0,0,0,0,0,S3
22987,다음 연애의 시작 | 새로운 인연,18000,2022-12-01 15:00:00+00,true,false,clickableMenu,,연애,새로운만남,,62,577200.0,31,283350.0,4,36000.0,0,4,15,20,11,5,4,1,1,1,0,0,0,S3
